LAMMPS data file via write_data, version 30 Apr 2019, timestep = 100000

320 atoms
1 atom types

0.0000000000000000e+00 1.4064252610000000e+02 xlo xhi
0.0000000000000000e+00 1.6240000060000000e+01 ylo yhi
0.0000000000000000e+00 1.0590500021000000e+02 zlo zhi

Masses

1 72.64

Atoms # atomic

81 1 3.4870955673160857e+01 1.6784349786342298e-01 5.0827850500698162e+01 0 0 0
66 1 2.9293963255412944e+01 2.1172423734672585e+00 5.2626431438389076e+01 0 0 0
65 1 2.7968595545200778e+01 1.3967845375356166e-03 5.2248685707778648e+01 0 0 0
67 1 3.1418004653026728e+01 2.2093362113775350e+00 5.1492362100050975e+01 0 0 0
68 1 3.2744734617560802e+01 1.1018176996084821e-01 5.1951014160890203e+01 0 0 0
56 1 2.5513873872812386e+01 4.1294658395615169e+00 5.2289467673297942e+01 0 0 0
69 1 2.8002821453994841e+01 4.2110744672391993e+00 5.1950122710723605e+01 0 0 0
85 1 3.4989682842743115e+01 4.2107693968749187e+00 5.1000540847594799e+01 0 0 0
72 1 3.2663166251227018e+01 4.2170484905194279e+00 5.1813746713685582e+01 0 0 0
70 1 2.9235582073803407e+01 6.2300911324921771e+00 5.2749617838405385e+01 0 0 0
73 1 2.7891708828012774e+01 8.2052385045686371e+00 5.2172690645414377e+01 0 0 0
71 1 3.1317866330949524e+01 6.1457850554756268e+00 5.1331603666673765e+01 0 0 0
79 1 3.1487438487014490e+01 1.4301658725729343e+01 5.1344638069235032e+01 0 0 0
59 1 2.4255503855650396e+01 1.0183136614043772e+01 5.2694347775568566e+01 0 0 0
74 1 2.9313312862254698e+01 1.0230022123006796e+01 5.2549028977216167e+01 0 0 0
75 1 3.1406366893619960e+01 1.0249726964984475e+01 5.1183987366399002e+01 0 0 0
89 1 3.4999784579697163e+01 8.1985210190034401e+00 5.1035753724660658e+01 0 0 0
76 1 3.2693433880227246e+01 8.1258825700695905e+00 5.1792261074894569e+01 0 0 0
77 1 2.7909512591515067e+01 1.2168858731294444e+01 5.1868798730445000e+01 0 0 0
93 1 3.5026186297048127e+01 1.2312530607623318e+01 5.0674039626058452e+01 0 0 0
80 1 3.2774708395667439e+01 1.2299574668362585e+01 5.1515177398218391e+01 0 0 0
78 1 2.9233221639626343e+01 1.4152332818147116e+01 5.2363181305469112e+01 0 0 0
63 1 2.4453736230855043e+01 1.4249073179528697e+01 5.2720752456850363e+01 0 0 0
17 1 7.0739769931416090e+00 1.6239576641923442e+01 5.5510752144789279e+01 0 -1 0
19 1 1.0451361422145668e+01 2.1804940250111451e+00 5.4806672578658798e+01 0 0 0
20 1 1.1606127386389828e+01 3.7964181584260286e-02 5.5103237580387400e+01 0 0 0
34 1 1.4998405900064819e+01 2.0319443309539946e+00 5.4496655329522127e+01 0 0 0
33 1 1.3740211821434563e+01 4.0608147608172787e-02 5.3897210141808124e+01 0 0 0
