1.599000  5.017000  3.579000  0.022316
1.599000  5.017000  0.211000  0.022316
8.798000  5.017000  1.895000  0.030892
3.398000  8.391000  1.895000  0.029856
6.999000  8.391000  3.579000  0.037103
6.999000  8.391000  0.211000  0.037103
3.398000  1.641000  1.895000  0.028215
6.999000  1.641000  3.579000  0.039726
6.999000  1.641000  0.211000  0.039726
12.399000  5.017000  3.579000  0.036617
12.399000  5.017000  0.211000  0.036617
19.598000  5.017000  1.895000  0.044001
14.198000  8.391000  1.895000  0.044177
17.799000  8.391000  3.579000  0.056133
17.799000  8.391000  0.211000  0.056132
14.198000  1.641000  1.895000  0.031243
17.799000  1.641000  3.579000  0.057155
17.799000  1.641000  0.211000  0.057155
23.199000  5.017000  3.579000  0.080798
23.199000  5.017000  0.211000  0.080798
30.398000  5.017000  1.895000  0.058564
24.998000  8.391000  1.895000  0.090073
28.599000  8.391000  3.579000  0.121285
28.599000  8.391000  0.211000  0.121285
24.998000  1.641000  1.895000  0.043779
28.599000  1.641000  3.579000  0.051544
28.599000  1.641000  0.211000  0.051544
33.999000  5.017000  3.579000  0.071269
33.999000  5.017000  0.211000  0.071270
41.198000  5.017000  1.895000  0.061284
35.798000  8.391000  1.895000  0.313017
39.399000  8.391000  3.579000  0.082869
39.399000  8.391000  0.211000  0.082869
35.798000  1.641000  1.895000  0.071273
39.399000  1.641000  3.579000  0.042570
39.399000  1.641000  0.211000  0.042570
44.799000  5.017000  3.579000  0.029663
44.799000  5.017000  0.211000  0.029664
51.998000  5.017000  1.895000  0.033553
46.598000  8.391000  1.895000  0.035024
50.199000  8.391000  3.579000  0.028482
50.199000  8.391000  0.211000  0.028482
46.598000  1.641000  1.895000  0.038223
50.199000  1.641000  3.579000  0.036969
50.199000  1.641000  0.211000  0.036969
1.599000  11.767000  3.579000  0.024582
1.599000  11.767000  0.211000  0.024582
8.798000  11.767000  1.895000  0.038470
3.398000  15.141000  1.895000  0.032610
6.999000  15.141000  3.579000  0.035736
6.999000  15.141000  0.211000  0.035736
12.399000  11.767000  3.579000  0.052014
12.399000  11.767000  0.211000  0.052014
19.598000  11.767000  1.895000  0.093504
14.198000  15.141000  1.895000  0.086570
17.799000  15.141000  3.579000  0.127470
17.799000  15.141000  0.211000  0.127471
23.199000  11.767000  3.579000  0.131152
23.199000  11.767000  0.211000  0.131152
30.398000  11.767000  1.895000  0.474200
24.998000  15.141000  1.895000  0.519539
28.599000  15.141000  3.579000  0.224146
28.599000  15.141000  0.211000  0.224146
33.999000  11.767000  3.579000  0.194178
33.999000  11.767000  0.211000  0.194178
41.198000  11.767000  1.895000  0.056479
