   1.599   5.017   3.579    29.057
   1.599   5.017   0.211    29.057
   8.798   5.017   1.895    22.812
   3.398   8.391   1.895    15.874
   6.999   8.391   3.579    33.413
   6.999   8.391   0.211    33.413
   3.398   1.641   1.895    21.365
   6.999   1.641   3.579    39.633
   6.999   1.641   0.211    39.633
  12.399   5.017   3.579    31.142
  12.399   5.017   0.211    31.142
  19.598   5.017   1.895    26.166
  14.198   8.391   1.895    31.024
  17.799   8.391   3.579    45.049
  17.799   8.391   0.211    45.049
  14.198   1.641   1.895    22.323
  17.799   1.641   3.579    42.591
  17.799   1.641   0.211    42.591
  23.199   5.017   3.579    70.982
  23.199   5.017   0.211    70.982
  30.398   5.017   1.895    35.509
  24.998   8.391   1.895    55.173
  28.599   8.391   3.579    86.975
  28.599   8.391   0.211    86.975
  24.998   1.641   1.895    29.565
  28.599   1.641   3.579    43.896
  28.599   1.641   0.211    43.896
  33.999   5.017   3.579    63.905
  33.999   5.017   0.211    63.905
  41.198   5.017   1.895    28.083
  35.798   8.391   1.895   193.897
  39.399   8.391   3.579    73.985
  39.399   8.391   0.211    73.985
  35.798   1.641   1.895    35.519
  39.399   1.641   3.579    29.946
  39.399   1.641   0.211    29.946
  44.799   5.017   3.579    28.777
  44.799   5.017   0.211    28.777
  51.998   5.017   1.895    25.994
  46.598   8.391   1.895    23.873
  50.199   8.391   3.579    30.711
  50.199   8.391   0.211    30.711
  46.598   1.641   1.895    22.854
  50.199   1.641   3.579    38.111
  50.199   1.641   0.211    38.111
   1.599  11.767   3.579    29.675
   1.599  11.767   0.211    29.675
   8.798  11.767   1.895    24.165
   3.398  15.141   1.895    16.915
   6.999  15.141   3.579    38.228
   6.999  15.141   0.211    38.228
  12.399  11.767   3.579    44.219
  12.399  11.767   0.211    44.219
  19.598  11.767   1.895    59.320
  14.198  15.141   1.895    64.807
  17.799  15.141   3.579   109.987
  17.799  15.141   0.211   109.987
  23.199  11.767   3.579   109.384
  23.199  11.767   0.211   109.384
  30.398  11.767   1.895   328.856
  24.998  15.141   1.895   350.409
  28.599  15.141   3.579   429.858
  28.599  15.141   0.211   429.857
  33.999  11.767   3.579   405.156
  33.999  11.767   0.211   405.156
  41.198  11.767   1.895    37.072
  35.798  15.141   1.895   354.223
  39.399  15.141   3.579    99.924
  39.399  15.141   0.211    99.924
  44.799  11.767   3.579    37.486
  44.799  11.767   0.211    37.486
  51.998  11.767   1.895    18.768
  46.598  15.141   1.895    25.983
  50.199  15.141   3.579    35.070
  50.199  15.141   0.211    35.070
   1.599  18.517   3.579    34.490
   1.599  18.517   0.211    34.490
   8.798  18.517   1.895    42.542
   3.398  21.891   1.895    37.100
   6.999  21.891   3.579    76.524
   6.999  21.891   0.211    76.524
  12.399  18.517   3.579    90.309
  12.399  18.517   0.211    90.309
  19.598  18.517   1.895   364.126
  14.198  21.891   1.895   334.054
  17.799  21.891   3.579   441.132
  17.799  21.891   0.211   441.132
  23.199  18.517   3.579   452.544
  23.199  18.517   0.211   452.544
  30.398  18.517   1.895   740.436
  24.998  21.891   1.895   680.237
  28.599  21.891   3.579   508.833
  28.599  21.891   0.211   508.833
  33.999  18.517   3.579   438.278
  33.999  18.517   0.211   438.278
  41.198  18.517   1.895    50.259
  35.798  21.891   1.895   340.721
  39.399  21.891   3.579   116.594
  39.399  21.891   0.211   116.594
  44.799  18.517   3.579    59.432
  44.799  18.517   0.211    59.432
  51.998  18.517   1.895    21.781
  46.598  21.891   1.895    27.066
