   1.599   5.017   3.579     0.022
   1.599   5.017   0.211     0.022
   8.798   5.017   1.895     0.031
   3.398   8.391   1.895     0.030
   6.999   8.391   3.579     0.037
   6.999   8.391   0.211     0.037
   3.398   1.641   1.895     0.028
   6.999   1.641   3.579     0.040
   6.999   1.641   0.211     0.040
  12.399   5.017   3.579     0.037
  12.399   5.017   0.211     0.037
  19.598   5.017   1.895     0.044
  14.198   8.391   1.895     0.044
  17.799   8.391   3.579     0.056
  17.799   8.391   0.211     0.056
  14.198   1.641   1.895     0.031
  17.799   1.641   3.579     0.057
  17.799   1.641   0.211     0.057
  23.199   5.017   3.579     0.081
  23.199   5.017   0.211     0.081
  30.398   5.017   1.895     0.059
  24.998   8.391   1.895     0.090
  28.599   8.391   3.579     0.121
  28.599   8.391   0.211     0.121
  24.998   1.641   1.895     0.044
  28.599   1.641   3.579     0.052
  28.599   1.641   0.211     0.052
  33.999   5.017   3.579     0.071
  33.999   5.017   0.211     0.071
  41.198   5.017   1.895     0.061
  35.798   8.391   1.895     0.313
  39.399   8.391   3.579     0.083
  39.399   8.391   0.211     0.083
  35.798   1.641   1.895     0.071
  39.399   1.641   3.579     0.043
  39.399   1.641   0.211     0.043
  44.799   5.017   3.579     0.030
  44.799   5.017   0.211     0.030
  51.998   5.017   1.895     0.034
  46.598   8.391   1.895     0.035
  50.199   8.391   3.579     0.028
  50.199   8.391   0.211     0.028
  46.598   1.641   1.895     0.038
  50.199   1.641   3.579     0.037
  50.199   1.641   0.211     0.037
   1.599  11.767   3.579     0.025
   1.599  11.767   0.211     0.025
   8.798  11.767   1.895     0.038
   3.398  15.141   1.895     0.033
   6.999  15.141   3.579     0.036
   6.999  15.141   0.211     0.036
  12.399  11.767   3.579     0.052
  12.399  11.767   0.211     0.052
  19.598  11.767   1.895     0.094
  14.198  15.141   1.895     0.087
  17.799  15.141   3.579     0.127
  17.799  15.141   0.211     0.127
  23.199  11.767   3.579     0.131
  23.199  11.767   0.211     0.131
  30.398  11.767   1.895     0.474
  24.998  15.141   1.895     0.520
  28.599  15.141   3.579     0.224
  28.599  15.141   0.211     0.224
  33.999  11.767   3.579     0.194
  33.999  11.767   0.211     0.194
  41.198  11.767   1.895     0.056
  35.798  15.141   1.895     0.472
  39.399  15.141   3.579     0.132
  39.399  15.141   0.211     0.132
  44.799  11.767   3.579     0.037
  44.799  11.767   0.211     0.037
  51.998  11.767   1.895     0.028
  46.598  15.141   1.895     0.040
  50.199  15.141   3.579     0.035
  50.199  15.141   0.211     0.035
   1.599  18.517   3.579     0.039
   1.599  18.517   0.211     0.039
   8.798  18.517   1.895     0.050
   3.398  21.891   1.895     0.065
   6.999  21.891   3.579     0.074
   6.999  21.891   0.211     0.074
  12.399  18.517   3.579     0.110
  12.399  18.517   0.211     0.110
  19.598  18.517   1.895     0.514
  14.198  21.891   1.895     0.465
  17.799  21.891   3.579     0.245
  17.799  21.891   0.211     0.245
  23.199  18.517   3.579     0.233
  23.199  18.517   0.211     0.233
  30.398  18.517   1.895     0.975
  24.998  21.891   1.895     0.996
  28.599  21.891   3.579     0.287
  28.599  21.891   0.211     0.287
  33.999  18.517   3.579     0.240
  33.999  18.517   0.211     0.240
  41.198  18.517   1.895     0.082
  35.798  21.891   1.895     0.535
  39.399  21.891   3.579     0.150
  39.399  21.891   0.211     0.150
  44.799  18.517   3.579     0.062
