         384
 Mo S Se
S      0.799765927      2.318233935      3.314166387      -0.019802      0.010035      0.000665      
S      0.799765927      2.318233935      0.195166906      0.019802      -0.010035      0.000665      
Mo      4.400765998      2.318233935      1.754666646      0.000000      -0.000000      0.000665      
Mo      1.699765903      3.877233951      1.754666646      -0.000000      -0.000000      0.000665      
S      3.500765902      3.877233951      3.314166387      -0.025939      -0.018802      0.000665      
S      3.500765902      3.877233951      0.195166906      0.025939      0.018802      0.000665      
Mo      1.699765903      0.758233951      1.754666646      0.000000      0.000000      0.000665      
S      3.500765902      0.758233951      3.314166387      -0.000000      0.010008      0.000665      
S      3.500765902      0.758233951      0.195166906      0.000000      -0.010008      0.000665      
S      6.201765927      2.318233935      3.314166387      0.001433      0.007127      0.000665      
S      6.201765927      2.318233935      0.195166906      -0.001433      -0.007127      0.000665      
Mo      9.802765998      2.318233935      1.754666646      -0.000000      -0.000000      0.000665      
Mo      7.101765903      3.877233951      1.754666646      0.000000      0.000000      0.000665      
S      8.902765902      3.877233951      3.314166387      0.010197      -0.011342      0.000665      
S      8.902765902      3.877233951      0.195166906      -0.010197      0.011342      0.000665      
Mo      7.101765903      0.758233951      1.754666646      -0.000000      -0.000000      0.000665      
S      8.902765902      0.758233951      3.314166387      0.000000      0.048472      0.000665      
S      8.902765902      0.758233951      0.195166906      -0.000000      -0.048472      0.000665      
S      11.603765927      2.318233935      3.314166387      -0.030196      -0.011402      0.000665      
S      11.603765927      2.318233935      0.195166906      0.030196      0.011402      0.000665      
Mo      15.204765998      2.318233935      1.754666646      -0.000000      0.000000      0.000665      
Mo      12.503765903      3.877233951      1.754666646      -0.000000      -0.000000      0.000665      
S      14.304765902      3.877233951      3.314166387      -0.005900      0.037346      0.000665      
S      14.304765902      3.877233951      0.195166906      0.005900      -0.037346      0.000665      
Mo      12.503765903      0.758233951      1.754666646      0.000000      -0.000000      0.000665      
S      14.304765902      0.758233951      3.314166387      -0.000000      -0.055428      0.000665      
S      14.304765902      0.758233951      0.195166906      0.000000      0.055428      0.000665      
S      17.005765927      2.318233935      3.314166387      0.031637      -0.002752      0.000665      
S      17.005765927      2.318233935      0.195166906      -0.031637      0.002752      0.000665      
Mo      20.606765998      2.318233935      1.754666646      0.000000      -0.000000      0.000665      
Mo      17.905765903      3.877233951      1.754666646      0.000000      -0.000000      0.000665      
S      19.706765902      3.877233951      3.314166387      0.016808      -0.021236      0.000665      
S      19.706765902      3.877233951      0.195166906      -0.016808      0.021236      0.000665      
Mo      17.905765903      0.758233951      1.754666646      -0.000000      -0.000000      0.000665      
S      19.706765902      0.758233951      3.314166387      0.000000      0.035434      0.000665      
S      19.706765902      0.758233951      0.195166906      -0.000000      -0.035434      0.000665      
S      0.799765927      5.437233935      3.314166387      0.003150      -0.021372      0.000665      
S      0.799765927      5.437233935      0.195166906      -0.003150      0.021372      0.000665      
Mo      4.400765998      5.437233935      1.754666646      -0.000000      -0.000000      0.000665      
Mo      1.699765903      6.996233951      1.754666646      -0.000000      0.000000      0.000665      
S      3.500765902      6.996233951      3.314166387      0.029485      0.045406      0.000665      
S      3.500765902      6.996233951      0.195166906      -0.029485      -0.045406      0.000665      
