1.000000000000000000e+00 2.780976592700000083e+01 2.318233934999999857e+00 3.314166387000000213e+00
1.000000000000000000e+00 2.780976592700000083e+01 2.318233934999999857e+00 1.951669060000000011e-01
2.000000000000000000e+00 3.141076599799999869e+01 2.318233934999999857e+00 1.754666645999999997e+00
2.000000000000000000e+00 2.870976590300000097e+01 3.877233951000000012e+00 1.754666645999999997e+00
1.000000000000000000e+00 3.051076590199999927e+01 3.877233951000000012e+00 3.314166387000000213e+00
1.000000000000000000e+00 3.051076590199999927e+01 3.877233951000000012e+00 1.951669060000000011e-01
2.000000000000000000e+00 2.870976590300000097e+01 7.582339510000000171e-01 1.754666645999999997e+00
1.000000000000000000e+00 3.051076590199999927e+01 7.582339510000000171e-01 3.314166387000000213e+00
1.000000000000000000e+00 3.051076590199999927e+01 7.582339510000000171e-01 1.951669060000000011e-01
1.000000000000000000e+00 3.321176592700000185e+01 2.318233934999999857e+00 3.314166387000000213e+00
1.000000000000000000e+00 3.321176592700000185e+01 2.318233934999999857e+00 1.951669060000000011e-01
2.000000000000000000e+00 3.681276599800000326e+01 2.318233934999999857e+00 1.754666645999999997e+00
2.000000000000000000e+00 3.411176590299999845e+01 3.877233951000000012e+00 1.754666645999999997e+00
1.000000000000000000e+00 3.591276590199999674e+01 3.877233951000000012e+00 3.314166387000000213e+00
1.000000000000000000e+00 3.591276590199999674e+01 3.877233951000000012e+00 1.951669060000000011e-01
2.000000000000000000e+00 3.411176590299999845e+01 7.582339510000000171e-01 1.754666645999999997e+00
1.000000000000000000e+00 3.591276590199999674e+01 7.582339510000000171e-01 3.314166387000000213e+00
1.000000000000000000e+00 3.591276590199999674e+01 7.582339510000000171e-01 1.951669060000000011e-01
1.000000000000000000e+00 3.861376592700000288e+01 2.318233934999999857e+00 3.314166387000000213e+00
1.000000000000000000e+00 3.861376592700000288e+01 2.318233934999999857e+00 1.951669060000000011e-01
2.000000000000000000e+00 4.221476599799999718e+01 2.318233934999999857e+00 1.754666645999999997e+00
2.000000000000000000e+00 3.951376590299999947e+01 3.877233951000000012e+00 1.754666645999999997e+00
1.000000000000000000e+00 4.131476590199999777e+01 3.877233951000000012e+00 3.314166387000000213e+00
