LAMMPS data file. msi2lmp v3.9.9 / 05 Nov 2018 / CGCMM for 33_3x8
   7200 atoms

   2 atom types

    -1.505085741   581.910914259 xlo xhi
     0.321814777    50.225814777 ylo yhi
   -23.245333354    26.754666646 zlo zhi

Masses

   1  32.064000 # s
   2  95.940000 # Mo

Atoms # full

1	1	27.809765927	2.318233935	3.314166387
2	1	27.809765927	2.318233935	0.195166906
3	2	31.410765998	2.318233935	1.754666646
4	2	28.709765903	3.877233951	1.754666646
5	1	30.510765902	3.877233951	3.314166387
6	1	30.510765902	3.877233951	0.195166906
7	2	28.709765903	0.758233951	1.754666646
8	1	30.510765902	0.758233951	3.314166387
9	1	30.510765902	0.758233951	0.195166906
10	1	33.211765927	2.318233935	3.314166387
11	1	33.211765927	2.318233935	0.195166906
12	2	36.812765998	2.318233935	1.754666646
13	2	34.111765903	3.877233951	1.754666646
14	1	35.912765902	3.877233951	3.314166387
15	1	35.912765902	3.877233951	0.195166906
16	2	34.111765903	0.758233951	1.754666646
17	1	35.912765902	0.758233951	3.314166387
18	1	35.912765902	0.758233951	0.195166906
19	1	38.613765927	2.318233935	3.314166387
20	1	38.613765927	2.318233935	0.195166906
21	2	42.214765998	2.318233935	1.754666646
22	2	39.513765903	3.877233951	1.754666646
23	1	41.314765902	3.877233951	3.314166387
24	1	41.314765902	3.877233951	0.195166906
25	2	39.513765903	0.758233951	1.754666646
26	1	41.314765902	0.758233951	3.314166387
27	1	41.314765902	0.758233951	0.195166906
28	1	27.809765927	5.437233935	3.314166387
29	1	27.809765927	5.437233935	0.195166906
30	2	31.410765998	5.437233935	1.754666646
31	2	28.709765903	6.996233951	1.754666646
32	1	30.510765902	6.996233951	3.314166387
33	1	30.510765902	6.996233951	0.195166906
34	1	33.211765927	5.437233935	3.314166387
35	1	33.211765927	5.437233935	0.195166906
36	2	42.214765998	5.437233935	1.754666646
37	1	41.314765902	6.996233951	3.314166387
38	1	41.314765902	6.996233951	0.195166906
39	1	27.809765927	8.556233935	3.314166387
40	1	27.809765927	8.556233935	0.195166906
41	2	42.214765998	8.556233935	1.754666646
42	1	41.314765902	10.115233951	3.314166387
43	1	41.314765902	10.115233951	0.195166906
44	2	42.214765998	11.675233935	1.754666646
45	1	41.314765902	13.234233951	3.314166387
46	1	41.314765902	13.234233951	0.195166906
47	1	27.809765927	14.794233935	3.314166387
48	1	27.809765927	14.794233935	0.195166906
49	2	28.709765903	16.353233951	1.754666646
50	1	30.510765902	16.353233951	3.314166387
51	1	30.510765902	16.353233951	0.195166906
52	2	42.214765998	14.794233935	1.754666646
53	1	41.314765902	16.353233951	3.314166387
54	1	41.314765902	16.353233951	0.195166906
55	1	27.809765927	17.913233935	3.314166387
56	1	27.809765927	17.913233935	0.195166906
57	2	31.410765998	17.913233935	1.754666646
58	2	28.709765903	19.472233951	1.754666646
59	1	30.510765902	19.472233951	3.314166387
60	1	30.510765902	19.472233951	0.195166906
61	1	33.211765927	17.913233935	3.314166387
62	1	33.211765927	17.913233935	0.195166906
63	2	34.111765903	19.472233951	1.754666646
64	1	35.912765902	19.472233951	3.314166387
65	1	35.912765902	19.472233951	0.195166906
66	2	42.214765998	17.913233935	1.754666646
67	2	39.513765903	19.472233951	1.754666646
68	1	41.314765902	19.472233951	3.314166387
69	1	41.314765902	19.472233951	0.195166906
70	1	27.809765927	21.032233935	3.314166387
71	1	27.809765927	21.032233935	0.195166906
72	2	31.410765998	21.032233935	1.754666646
73	2	28.709765903	22.591233951	1.754666646
74	1	30.510765902	22.591233951	3.314166387
75	1	30.510765902	22.591233951	0.195166906
76	1	33.211765927	21.032233935	3.314166387
77	1	33.211765927	21.032233935	0.195166906
78	2	36.812765998	21.032233935	1.754666646
79	2	34.111765903	22.591233951	1.754666646
80	1	35.912765902	22.591233951	3.314166387
81	1	35.912765902	22.591233951	0.195166906
82	1	38.613765927	21.032233935	3.314166387
83	1	38.613765927	21.032233935	0.195166906
84	2	42.214765998	21.032233935	1.754666646
85	2	39.513765903	22.591233951	1.754666646
86	1	41.314765902	22.591233951	3.314166387
87	1	41.314765902	22.591233951	0.195166906
88	1	27.809765927	24.151233935	3.314166387
89	1	27.809765927	24.151233935	0.195166906
90	2	31.410765998	24.151233935	1.754666646
91	2	28.709765903	25.710233951	1.754666646
92	1	30.510765902	25.710233951	3.314166387
93	1	30.510765902	25.710233951	0.195166906
94	1	33.211765927	24.151233935	3.314166387
95	1	33.211765927	24.151233935	0.195166906
96	2	36.812765998	24.151233935	1.754666646
97	2	34.111765903	25.710233951	1.754666646
98	1	35.912765902	25.710233951	3.314166387
99	1	35.912765902	25.710233951	0.195166906
100	1	38.613765927	24.151233935	3.314166387
101	1	38.613765927	24.151233935	0.195166906
102	2	42.214765998	24.151233935	1.754666646
103	2	39.513765903	25.710233951	1.754666646
104	1	41.314765902	25.710233951	3.314166387
105	1	41.314765902	25.710233951	0.195166906
106	1	44.015765927	2.318233935	3.314166387
107	1	44.015765927	2.318233935	0.195166906
108	2	47.616765998	2.318233935	1.754666646
109	2	44.915765903	3.877233951	1.754666646
110	1	46.716765902	3.877233951	3.314166387
111	1	46.716765902	3.877233951	0.195166906
112	2	44.915765903	0.758233951	1.754666646
113	1	46.716765902	0.758233951	3.314166387
114	1	46.716765902	0.758233951	0.195166906
115	1	49.417765927	2.318233935	3.314166387
116	1	49.417765927	2.318233935	0.195166906
117	2	53.018765998	2.318233935	1.754666646
118	2	50.317765903	3.877233951	1.754666646
119	1	52.118765902	3.877233951	3.314166387
120	1	52.118765902	3.877233951	0.195166906
121	2	50.317765903	0.758233951	1.754666646
122	1	52.118765902	0.758233951	3.314166387
123	1	52.118765902	0.758233951	0.195166906
124	1	54.819765927	2.318233935	3.314166387
125	1	54.819765927	2.318233935	0.195166906
126	2	58.420765998	2.318233935	1.754666646
127	2	55.719765903	3.877233951	1.754666646
128	1	57.520765902	3.877233951	3.314166387
129	1	57.520765902	3.877233951	0.195166906
130	2	55.719765903	0.758233951	1.754666646
131	1	57.520765902	0.758233951	3.314166387
132	1	57.520765902	0.758233951	0.195166906
133	1	44.015765927	5.437233935	3.314166387
134	1	44.015765927	5.437233935	0.195166906
135	2	47.616765998	5.437233935	1.754666646
136	2	44.915765903	6.996233951	1.754666646
137	1	46.716765902	6.996233951	3.314166387
138	1	46.716765902	6.996233951	0.195166906
139	1	49.417765927	5.437233935	3.314166387
140	1	49.417765927	5.437233935	0.195166906
141	2	58.420765998	5.437233935	1.754666646
142	1	57.520765902	6.996233951	3.314166387
143	1	57.520765902	6.996233951	0.195166906
144	1	44.015765927	8.556233935	3.314166387
145	1	44.015765927	8.556233935	0.195166906
146	2	58.420765998	8.556233935	1.754666646
147	1	57.520765902	10.115233951	3.314166387
148	1	57.520765902	10.115233951	0.195166906
149	2	58.420765998	11.675233935	1.754666646
150	1	57.520765902	13.234233951	3.314166387
151	1	57.520765902	13.234233951	0.195166906
152	1	44.015765927	14.794233935	3.314166387
153	1	44.015765927	14.794233935	0.195166906
154	2	44.915765903	16.353233951	1.754666646
155	1	46.716765902	16.353233951	3.314166387
156	1	46.716765902	16.353233951	0.195166906
157	2	58.420765998	14.794233935	1.754666646
158	1	57.520765902	16.353233951	3.314166387
159	1	57.520765902	16.353233951	0.195166906
160	1	44.015765927	17.913233935	3.314166387
161	1	44.015765927	17.913233935	0.195166906
162	2	47.616765998	17.913233935	1.754666646
163	2	44.915765903	19.472233951	1.754666646
164	1	46.716765902	19.472233951	3.314166387
165	1	46.716765902	19.472233951	0.195166906
166	1	49.417765927	17.913233935	3.314166387
167	1	49.417765927	17.913233935	0.195166906
168	2	50.317765903	19.472233951	1.754666646
169	1	52.118765902	19.472233951	3.314166387
170	1	52.118765902	19.472233951	0.195166906
171	2	58.420765998	17.913233935	1.754666646
172	2	55.719765903	19.472233951	1.754666646
173	1	57.520765902	19.472233951	3.314166387
174	1	57.520765902	19.472233951	0.195166906
175	1	44.015765927	21.032233935	3.314166387
176	1	44.015765927	21.032233935	0.195166906
177	2	47.616765998	21.032233935	1.754666646
178	2	44.915765903	22.591233951	1.754666646
179	1	46.716765902	22.591233951	3.314166387
180	1	46.716765902	22.591233951	0.195166906
181	1	49.417765927	21.032233935	3.314166387
182	1	49.417765927	21.032233935	0.195166906
183	2	53.018765998	21.032233935	1.754666646
184	2	50.317765903	22.591233951	1.754666646
185	1	52.118765902	22.591233951	3.314166387
186	1	52.118765902	22.591233951	0.195166906
187	1	54.819765927	21.032233935	3.314166387
188	1	54.819765927	21.032233935	0.195166906
