  -0.00000000       1010.44604    
   1.87050365E-02   1012.06525    
   3.74400467E-02   1012.06525    
   5.61750568E-02   1012.06567    
   7.49100745E-02   1010.44543    
   9.36150998E-02   1012.06543    
  0.112350114       1010.44666    
  0.131055161       1010.44543    
  0.149760187       1010.44629    
  0.168465227       1008.82666    
  0.187140286       1008.82666    
  0.205815345       1008.82666    
  0.224490404       1007.20709    
  0.243135482       1007.20709    
  0.261780560       1007.20709    
  0.280425638       1005.58911    
  0.299040765       1003.96796    
  0.317625880       1003.96954    
  0.336211026       1002.34998    
  0.354766190       1000.73041    
  0.373291373       1000.73041    
  0.391816556       999.109192    
  0.410311729       997.492859    
  0.428776979       995.871643    
  0.447212219       994.253662    
  0.465617508       991.014526    
  0.483962834       991.012878    
  0.502308130       987.776978    
  0.520593524       986.154175    
  0.538848877       982.921448    
  0.557044387       981.295410    
  0.575209796       978.059448    
  0.593315303       973.203979    
  0.611330926       971.581177    
  0.629316509       966.725647    
  0.647212207       963.489685    
  0.665048003       957.008118    
  0.682763815       952.149414    
  0.700389683       944.054688    
  0.717865705       935.956787    
  0.735191822       926.242554    
  0.752338111       913.289124    
  0.769244611       893.857361    
  0.785791397       869.563660    
  0.801888466       829.083801    
  0.817236185       767.549377    
  0.831444800       662.295898    
  0.843704998       474.456726    
  0.852487981       178.124924    
  -0.00000000       4.85791349    
   8.99280567E-05   16.1930466    
   3.89688241E-04   25.9088707    
   8.69304524E-04   35.6246986    
   1.52877695E-03   48.5791397    
   2.42805760E-03   56.6756477    
   3.47721810E-03   68.0108032    
   4.73621115E-03   79.3459091    
   6.20503584E-03   87.4424591    
   7.82374106E-03   98.7775345    
   9.65227745E-03   108.493408    
   1.16606709E-02   119.828568    
   1.38788968E-02   127.925064    
   1.62470024E-02   139.260223    
   1.88249405E-02   147.356613    
   2.15527564E-02   157.072586    
   2.44604312E-02   166.788361    
   2.75479611E-02   176.504135    
   3.08153462E-02   186.220123    
   3.42625901E-02   192.697128    
   3.78297344E-02   204.032394    
   4.16067131E-02   210.509705    
   4.55035977E-02   218.606003    
   4.95503582E-02   228.322083    
   5.37769794E-02   234.798996    
   5.81234992E-02   242.895691    
   6.26199022E-02   249.372803    
   6.72362074E-02   257.469513    
   7.20023960E-02   263.946625    
   7.68884867E-02   268.804565    
   8.18645060E-02   275.281677    
   8.69604275E-02   280.139618    
   9.21462774E-02   284.997955    
   9.74220634E-02   288.235901    
  0.102757789       293.094238    
  0.108183451       293.094238    
  0.113609113       294.713013    
  0.119064741       294.713440    
  0.124520376       293.094238    
  0.129946038       288.236298    
  0.135281771       280.139221    
  0.140467614       270.424957    
  0.145473629       255.849518    
  0.150209829       234.798996    
  0.154556349       208.890533    
  0.158423260       174.884964    
  0.161660671       132.782303    
  0.164118692       82.5849457    
  0.165647477       29.1476269    
  -0.00000000       1706.74695    
   3.15947235E-02   1706.74695    
   6.31894469E-02   1706.74695    
   9.47841704E-02   1705.12817    
  0.126348928       1705.12732    
  0.157913670       1703.50854    
  0.189448446       1703.50854    
  0.220983222       1701.88904    
  0.252488017       1700.26868    
  0.283962816       1697.03113    
  0.315377682       1697.03271    
  0.346792579       1693.79187    
  0.378147483       1690.55432    
  0.409442455       1687.31519    
  0.440677464       1685.69397    
  0.471882463       1680.84167    
  0.502997637       1677.59607    
  0.534052730       1672.74377    
  0.565017998       1666.26221    
  0.595863283       1663.02637    
  0.626648664       1656.54797    
  0.657314122       1648.45007    
  0.687829673       1641.97498    
  0.718225360       1632.26074    
  0.748441219       1624.16284    
  0.778507173       1612.82568    
  0.808363259       1601.49194    
  0.838009536       1588.54175    
  0.867416084       1572.34583    
  0.896522820       1554.53052    
  0.925299764       1535.09875    
  0.953716993       1512.43103    
  0.981714606       1484.90137    
   1.00920260       1455.76184    
   1.03615117       1420.12463    
   1.06244004       1381.26758    
   1.08800960       1334.30286    
   1.11270976       1282.48914    
   1.13645077       1220.95801    
   1.15905273       1152.94202    
   1.18039560       1075.22144    
   1.20029974       987.776978    
   1.21858513       890.614990    
   1.23507190       783.748413    
   1.24958038       663.912292    
   1.26187050       534.365112    
   1.27176249       391.874207    
   1.27901673       238.036545    
   1.28342319       80.9726105    
  0.339421451       3.07655978    
  0.339478403       14.5730085    
  0.339748174       22.6709137    
  0.340167850       32.3867912    
  0.340767384       40.4814758    
  0.341516763       50.1989594    
  0.342446029       58.2952538    
  0.343525171       68.0111313    
  0.344784170       74.4878464    
  0.346163064       84.2037201    
  0.347721815       92.3000183    
  0.349430442       100.396309    
  0.351288944       106.874634    
  0.353267372       116.590508    
  0.355425656       121.447647    
  0.357673854       129.543945    
  0.360071927       134.402679    
  0.362559944       140.879395    
  0.365167856       147.356110    
  0.367895663       152.214859    
  0.370713413       157.071991    
  0.373621076       161.932343    
  0.376618713       166.787857    
  0.379706234       168.407440    
  0.382823735       171.646606    
  0.386001199       174.884155    
  0.389238596       174.885773    
  0.392476022       178.123322    
  0.395773381       176.503738    
  0.399040759       176.503738    
  0.402308136       176.503738    
  0.405575514       173.266190    
  0.408782959       171.646606    
  0.411960423       168.407440    
  0.415077925       161.930725    
  0.418075532       158.691574    
  0.421013176       150.595276    
  0.423800945       144.118561    
  0.426468819       136.020660    
  0.428986788       126.306389    
  0.431324929       116.590508    
  0.433483213       105.255051    
  0.435431659       92.3000183    
  0.437140286       80.9661713    
  0.438639104       66.3899384    
  0.439868093       51.8185425    
  0.440827340       38.8618927    
  0.441546738       22.6725235    
  0.441966444       8.09468460    
  0.497496992      0.809790492    
  0.497511983       1.61797106    
  0.497541934       4.85874271    
  0.497631878       3.24077177    
  0.497691870       4.85713291    
  0.497781783       1.61958098    
  0.497811764       1.61958098    
  0.497781783       9.71587563    
  0.497601926       21.0513325    
  0.497212231       34.0063705    
  0.496582717       56.6756744    
  0.495533556       82.5841370    
  0.494004786       113.351349    
  0.491906464       150.596878    
  0.489118665       187.837585    
  0.485641479       225.083115    
  0.481474817       259.087891    
  0.476678669       289.856689    
  0.471312940       315.765167    
  0.465467602       338.432861    
  0.459202647       357.867828    
  0.452577919       374.058807    
  0.445653468       385.394257    
  0.438519180       396.729736    
  0.431175053       404.826019    
  0.423681051       412.923920    
  0.416037142       417.779449    
  0.408303350       422.639801    
  0.400479585       424.257782    
  0.392625868       425.875732    
  0.384742200       427.496918    
  0.376828521       427.495331    
  0.368914872       424.257782    
  0.361061156       422.638184    
  0.353237420       417.781067    
  0.345503598       412.923920    
  0.337859690       406.444000    
  0.330335736       398.349304    
  0.322961628       388.633423    
  0.315767378       374.058807    
  0.308842927       359.485809    
  0.302188247       338.434479    
  0.295923263       317.384735    
  0.290047944       286.617523    
  0.284742177       250.991577    
  0.280095905       207.270950    
  0.276258975       155.452408    
  0.273381293       97.1571503    
  0.271582752       34.0079803    
  0.572245181       13.1144199    
  0.572002411       35.6275635    
  0.571342885       58.2920341    
  0.570263803       79.3465881    
  0.568794966       98.7783432    
  0.566966414       116.590508    
  0.564808130       129.543945    
  0.562410057       139.258209    
  0.559832156       144.120163    
  0.557164252       142.497360    
  0.554526389       134.402679    
  0.552038372       118.210091    
  0.549850106       95.5391769    
  0.548081517       68.0095215    
  0.546822548       35.6275635    
  0.546163023       4.85874271    
  0.546073079       27.5296574    
  0.546582699       56.6756744    
  0.547631860       80.9661713    
  0.549130678       103.633865    
  0.551049113       124.688416    
  0.553357303       142.500580    
  0.555995226       160.309540    
  0.558962822       174.882553    
  0.562200189       189.461990    
  0.565707445       202.412201    
  0.569454432       216.988434    
  0.573471248       228.319061    
  0.577697814       241.275711    
  0.582164228       254.232361    
  0.586870492       263.946625    
  0.591756582       276.903259    
  0.596882522       286.617523    
  0.602188289       297.951385    
  0.607703865       307.665649    
  0.613399267       317.383148    
  0.619274557       325.481049    
  0.625299752       335.195312    
  0.631504774       341.673615    
  0.637829721       346.532379    
  0.644244611       349.768311    
  0.650719404       349.768311    
  0.657194197       346.532379    
  0.663609087       335.195312    
  0.669814110       315.766785    
  0.675659478       281.758789    
  0.680875301       226.702698    
  0.685071945       152.214859    
  0.687889695       53.4365120    
   1.00712228       10.3614540    
   1.00731409       30.7688179    
   1.00788367       51.8137131    
   1.00884283       69.6387634    
   1.01013196       89.0544128    
   1.01178050       103.640305    
   1.01369905       119.823235    
   1.01591718       129.547165    
   1.01831532       139.258209    
   1.02089322       144.120163    
   1.02356112       144.120163    
   1.02622902       142.497360    
   1.02886689       132.779877    
   1.03132486       116.596954    
   1.03348327       93.9163742    
   1.03522182       63.1539993    
   1.03639090       19.4285316    
   1.03675056       30.7623787    
   1.03618109       92.3064575    
   1.03447235       163.548706    
   1.03144479       236.413742    
   1.02706838       310.908020    
   1.02131295       378.917542    
   1.01429856       438.832397    
   1.00617504       492.265686    
  0.997062385       531.138855    
  0.987230122       565.133972    
  0.976768553       587.808105    
  0.965887249       605.620239    
  0.954676211       616.954102    
  0.943255365       623.429199    
  0.931714654       628.291138    
  0.920083940       628.291138    
  0.908453226       625.052002    
  0.896882474       620.193237    
  0.885401666       613.714905    
  0.874040782       604.003906    
  0.862859666       594.283203    
  0.851858497       581.329773    
  0.841097116       565.140381    
  0.830635428       547.321777    
  0.820503592       526.273682    
  0.810761392       498.747223    
  0.801528752       464.739258    
  0.792925656       422.639801    
  0.785101891       364.344543    
  0.778357267       286.614319    
  0.773051560       187.839188    
  0.769574344       64.7735825    
   1.01835430       15.0559855    
   1.01807559       40.4863052    
   1.01732612       68.0095215    
   1.01606715       92.3000183    
   1.01435852       119.829674    
   1.01214027       144.120163    
   1.00947237       166.781418    
   1.00638497       187.845627    
   1.00290763       210.510101    
  0.999010742       228.319061    
  0.994784176       247.754028    
  0.990197837       262.330261    
  0.985341668       276.896820    
  0.980215847       291.476288    
  0.974820137       302.810120    
  0.969214618       314.147186    
  0.963399231       322.238647    
  0.957434058       330.339783    
  0.951318920       336.814880    
  0.945083916       341.673615    
  0.938758969       344.912781    
  0.932374060       348.148743    
  0.925929248       349.768311    
  0.919454455       351.391113    
  0.912949622       349.771545    
  0.906474769       348.148743    
  0.900029957       344.912781    
  0.893645048       341.673615    
  0.887320101       335.195312    
  0.881115079       330.336548    
  0.875000000       322.245087    
  0.869034708       315.763550    
  0.863189399       304.426483    
  0.857553959       294.712219    
  0.852098346       281.758789    
  0.846882522       270.428162    
