LAMMPS data file via write_data, version 30 Apr 2019, timestep = 200000

9600 atoms
6 atom types

-5.1899074464386104e+00 5.4489043930044545e+02 xlo xhi
-5.6281719883029879e-01 5.0424285084830800e+01 ylo yhi
-4.5607797609382516e+01 4.9117130900495752e+01 zlo zhi

Masses

1 32.06
2 95.94
3 78.9
4 32.06
5 95.94
6 78.9

Atoms # full

18 4 1 0.0000000000000000e+00 4.1287736380069529e+00 3.1060769127171550e-01 -1.0365945358292860e+01 0 0 0
27 6 1 0.0000000000000000e+00 9.6602577579769928e+00 4.0440842951916184e-01 -1.0432201437374296e+01 0 0 0
162 29 1 0.0000000000000000e+00 1.5096696473168974e+01 3.4133979023298655e-01 -1.0623498351394888e+01 0 0 0
171 31 1 0.0000000000000000e+00 2.0515954580128291e+01 3.8214918836791023e-01 -1.0628346953214855e+01 0 0 0
180 33 1 0.0000000000000000e+00 2.6036614058695037e+01 3.6455158629022816e-01 -1.0892730636450022e+01 0 0 0
315 56 1 0.0000000000000000e+00 3.1611549101331246e+01 2.5601656467333295e-01 -1.0937643251779948e+01 0 0 0
324 58 1 0.0000000000000000e+00 3.7201750125685969e+01 8.3389573880484041e-02 -1.0665263240451846e+01 0 0 0
333 60 1 0.0000000000000000e+00 4.2752551879357412e+01 2.1756927085942426e-01 -1.0538685493923552e+01 0 0 0
468 83 1 0.0000000000000000e+00 4.8318724505579127e+01 2.4596609298739738e-01 -1.0180921864821046e+01 0 0 0
11 3 1 0.0000000000000000e+00 1.3585598642273367e+00 1.9087359366368488e+00 -1.0159104713093344e+01 0 0 0
20 5 1 0.0000000000000000e+00 6.8429566375604818e+00 1.9021856738033416e+00 -1.0398902089458719e+01 0 0 0
155 28 1 0.0000000000000000e+00 1.2322385957595147e+01 1.7978584644113456e+00 -1.0496398309817888e+01 0 0 0
164 30 1 0.0000000000000000e+00 1.7893075929726532e+01 1.9004180230890371e+00 -1.0543004056900807e+01 0 0 0
173 32 1 0.0000000000000000e+00 2.3323635712818998e+01 1.9639740459651254e+00 -1.0657501352470256e+01 0 0 0
308 55 1 0.0000000000000000e+00 2.8878607864543145e+01 1.7480439069510609e+00 -1.1006884467231302e+01 0 0 0
317 57 1 0.0000000000000000e+00 3.4373731167389153e+01 1.7444483717583217e+00 -1.0925874859617126e+01 0 0 0
326 59 1 0.0000000000000000e+00 3.9914501297359763e+01 1.6678710375159294e+00 -1.0693942135439183e+01 0 0 0
461 82 1 0.0000000000000000e+00 4.5644656337136965e+01 1.7348799226732838e+00 -1.0434041605735207e+01 0 0 0
6 1 1 0.0000000000000000e+00 -1.3829410389019470e+00 3.4341454797233002e+00 -1.0093538846182691e+01 0 0 0
15 3 1 0.0000000000000000e+00 4.0155105469665413e+00 3.3868919837591474e+00 -1.0348155956636029e+01 0 0 0
24 5 1 0.0000000000000000e+00 9.6274963990650733e+00 3.6325235085306402e+00 -1.0510908276311515e+01 0 0 0
159 28 1 0.0000000000000000e+00 1.5037277507787190e+01 3.2982581853839568e+00 -1.0532421794885019e+01 0 0 0
168 30 1 0.0000000000000000e+00 2.0522285150735595e+01 3.2589372856249428e+00 -1.0539793325219463e+01 0 0 0
177 32 1 0.0000000000000000e+00 2.6135794488414650e+01 3.4009742126176072e+00 -1.0866448346579416e+01 0 0 0
312 55 1 0.0000000000000000e+00 3.1730793218016505e+01 3.4214424287739944e+00 -1.1004102149092933e+01 0 0 0
321 57 1 0.0000000000000000e+00 3.7220339538661740e+01 3.2071985570034380e+00 -1.0721021867116198e+01 0 0 0
330 59 1 0.0000000000000000e+00 4.2854772512628870e+01 3.1496030976774234e+00 -1.0608043008811158e+01 0 0 0
465 82 1 0.0000000000000000e+00 4.8282138293928305e+01 3.4091455062805229e+00 -1.0130397539752881e+01 0 0 0
35 8 1 0.0000000000000000e+00 1.3809349395294381e+00 4.9511369434920534e+00 -1.0198560655061153e+01 0 0 0
41 9 1 0.0000000000000000e+00 6.7809360589970433e+00 4.9944797512776749e+00 -1.0237197776651090e+01 0 0 0
182 34 1 0.0000000000000000e+00 1.2388488308813091e+01 4.9493900186446806e+00 -1.0514296799122535e+01 0 0 0
188 35 1 0.0000000000000000e+00 1.7759231471218783e+01 4.9895479192906818e+00 -1.0507054318251543e+01 0 0 0
194 36 1 0.0000000000000000e+00 2.3487180100629264e+01 5.0738245599115350e+00 -1.0784272180314272e+01 0 0 0
335 61 1 0.0000000000000000e+00 2.9005445743199058e+01 4.9262737012675366e+00 -1.1039906875432559e+01 0 0 0
341 62 1 0.0000000000000000e+00 3.4544735196834417e+01 5.0195424376316300e+00 -1.0995984632949499e+01 0 0 0
347 63 1 0.0000000000000000e+00 3.9947706037767524e+01 4.7920768960186537e+00 -1.0653398243917820e+01 0 0 0
488 88 1 0.0000000000000000e+00 4.5641712528170736e+01 4.8495216162611143e+00 -1.0309538185799703e+01 0 0 0
33 7 1 0.0000000000000000e+00 -1.5133524503672848e+00 6.6696665960969064e+00 -1.0128929048116888e+01 0 0 0
39 8 1 0.0000000000000000e+00 4.0008056733292463e+00 6.4680604971693452e+00 -1.0256924451651534e+01 0 0 0
45 9 3 0.0000000000000000e+00 9.5311013680253591e+00 6.6232414809978426e+00 -1.0407187039171859e+01 0 0 0
186 34 1 0.0000000000000000e+00 1.5188661216566489e+01 6.5295997581749061e+00 -1.0511263567687447e+01 0 0 0
192 35 1 0.0000000000000000e+00 2.0478194738326771e+01 6.5191494932254059e+00 -1.0639645478917380e+01 0 0 0
198 36 3 0.0000000000000000e+00 2.6199639935716529e+01 6.6136650841583400e+00 -1.0966331243232231e+01 0 0 0
339 61 1 0.0000000000000000e+00 3.1649901650300979e+01 6.4396286555530624e+00 -1.0951917007333035e+01 0 0 0
345 62 1 0.0000000000000000e+00 3.7234218986242219e+01 6.4220095882299573e+00 -1.0829490994235432e+01 0 0 0
351 63 3 0.0000000000000000e+00 4.2902498418100336e+01 6.3041824980261847e+00 -1.0609319777468031e+01 0 0 0
53 11 1 0.0000000000000000e+00 1.3214667144205754e+00 8.2080489114640027e+00 -1.0249780252927829e+01 0 0 0
59 12 3 0.0000000000000000e+00 6.6422601566564996e+00 8.2418463608842760e+00 -1.0333318366531321e+01 0 0 0
200 37 1 0.0000000000000000e+00 1.2258411433048872e+01 8.1342536202890674e+00 -1.0353842541874455e+01 0 0 0
206 38 1 0.0000000000000000e+00 1.7867035097260477e+01 8.1891006309287331e+00 -1.0491821771259080e+01 0 0 0
210 38 3 0.0000000000000000e+00 2.0497560487580852e+01 9.6299175569020079e+00 -1.0787147213866463e+01 0 0 0
212 39 3 0.0000000000000000e+00 2.3368227185461162e+01 8.1549236804178875e+00 -1.0856202317243117e+01 0 0 0
353 64 1 0.0000000000000000e+00 2.8999095459802962e+01 8.0192377168456801e+00 -1.0854115521756132e+01 0 0 0
359 65 1 0.0000000000000000e+00 3.4427609780150213e+01 8.0767037621549047e+00 -1.0879987659129441e+01 0 0 0
363 65 3 0.0000000000000000e+00 3.7147436110310871e+01 9.5894028159530116e+00 -1.0858937835574649e+01 0 0 0
365 66 3 0.0000000000000000e+00 4.0125077457631328e+01 8.0269819013085844e+00 -1.0800719317842200e+01 0 0 0
506 91 1 0.0000000000000000e+00 4.5655705076618133e+01 8.0454225953845864e+00 -1.0396984826843939e+01 0 0 0
510 91 1 0.0000000000000000e+00 4.8341756176408452e+01 9.5939064133687122e+00 -1.0224139069060261e+01 0 0 0
51 10 1 0.0000000000000000e+00 -1.4819633644604717e+00 9.8836313044585342e+00 -1.0126519692837643e+01 0 0 0
57 11 3 0.0000000000000000e+00 4.0698079011202593e+00 9.6927075019509665e+00 -1.0274894150347698e+01 0 0 0
63 12 3 0.0000000000000000e+00 9.5906278036500545e+00 9.6479835702136540e+00 -1.0306467258250409e+01 0 0 0
204 37 1 0.0000000000000000e+00 1.4969872479187265e+01 9.6398699341971295e+00 -1.0467310515722156e+01 0 0 0
224 41 3 0.0000000000000000e+00 1.7598833405521933e+01 1.1299342270152103e+01 -1.0553491062254015e+01 0 0 0
230 42 3 0.0000000000000000e+00 2.3339432643448763e+01 1.1290594644364489e+01 -1.0865299006020527e+01 0 0 0
