   1.599   5.017   3.579     1.321
   1.599   5.017   0.211     1.321
   8.798   5.017   1.895     1.000
   3.398   8.391   1.895     1.000
   6.999   8.391   3.579     1.321
   6.999   8.391   0.211     1.321
   3.398   1.641   1.895     1.000
   6.999   1.641   3.579     1.321
   6.999   1.641   0.211     1.321
  12.399   5.017   3.579     1.321
  12.399   5.017   0.211     1.321
  19.598   5.017   1.895     1.000
  14.198   8.391   1.895     1.000
  17.799   8.391   3.579     1.321
  17.799   8.391   0.211     1.321
  14.198   1.641   1.895     1.000
  17.799   1.641   3.579     1.321
  17.799   1.641   0.211     1.321
  23.199   5.017   3.579     1.321
  23.199   5.017   0.211     1.321
  30.398   5.017   1.895     1.001
  24.998   8.391   1.895     1.002
  28.599   8.391   3.579     1.323
  28.599   8.391   0.211     1.323
  24.998   1.641   1.895     1.000
  28.599   1.641   3.579     1.321
  28.599   1.641   0.211     1.321
  33.999   5.017   3.579     1.322
  33.999   5.017   0.211     1.322
  41.198   5.017   1.895     1.001
  35.798   8.391   1.895     1.030
  39.399   8.391   3.579     1.322
  39.399   8.391   0.211     1.322
  35.798   1.641   1.895     1.001
  39.399   1.641   3.579     1.321
  39.399   1.641   0.211     1.321
  44.799   5.017   3.579     1.321
  44.799   5.017   0.211     1.321
  51.998   5.017   1.895     1.000
  46.598   8.391   1.895     1.000
  50.199   8.391   3.579     1.321
  50.199   8.391   0.211     1.321
  46.598   1.641   1.895     1.000
  50.199   1.641   3.579     1.321
  50.199   1.641   0.211     1.321
   1.599  11.767   3.579     1.321
   1.599  11.767   0.211     1.321
   8.798  11.767   1.895     1.000
   3.398  15.141   1.895     1.000
   6.999  15.141   3.579     1.321
   6.999  15.141   0.211     1.321
  12.399  11.767   3.579     1.321
  12.399  11.767   0.211     1.321
  19.598  11.767   1.895     1.002
  14.198  15.141   1.895     1.002
  17.799  15.141   3.579     1.323
  17.799  15.141   0.211     1.323
  23.199  11.767   3.579     1.323
  23.199  11.767   0.211     1.323
  30.398  11.767   1.895     1.057
  24.998  15.141   1.895     1.057
  28.599  15.141   3.579     0.489
  28.599  15.141   0.211     0.489
  33.999  11.767   3.579     0.485
  33.999  11.767   0.211     0.485
  41.198  11.767   1.895     1.001
  35.798  15.141   1.895     1.057
  39.399  15.141   3.579     1.323
  39.399  15.141   0.211     1.323
  44.799  11.767   3.579     1.321
  44.799  11.767   0.211     1.321
  51.998  11.767   1.895     1.000
  46.598  15.141   1.895     1.000
  50.199  15.141   3.579     1.321
  50.199  15.141   0.211     1.321
   1.599  18.517   3.579     1.321
   1.599  18.517   0.211     1.321
   8.798  18.517   1.895     1.001
   3.398  21.891   1.895     1.001
   6.999  21.891   3.579     1.322
   6.999  21.891   0.211     1.322
  12.399  18.517   3.579     1.323
  12.399  18.517   0.211     1.323
  19.598  18.517   1.895     1.057
  14.198  21.891   1.895     1.057
  17.799  21.891   3.579     0.489
