0.039444 0.448313
0.426592 0.526808
0.263982 0.477455
0.271115 0.372456
0.538273 0.423720
0.538007 0.549964
0.656693 0.317310
0.849216 0.309371
0.804104 0.254119
1.064672 0.355372
1.144423 0.397435
0.812181 0.391928
1.122360 0.636771
1.095544 0.466035
1.274204 0.485645
1.315720 0.536956
1.311452 0.434106
1.526598 0.494764
1.453665 0.465438
1.479358 0.395578
1.649242 0.496702
1.668319 0.474685
1.538472 0.500283
1.694302 0.564475
1.699313 0.538254
1.935890 0.496846
1.883857 0.522706
1.843425 0.534795
1.845183 0.491741
1.970437 0.456864
1.997721 0.444710
2.039514 0.591511
1.995987 0.486514
2.102633 0.643223
2.126972 0.597954
2.132857 0.473739
2.136099 0.457792
2.203441 0.495429
2.232870 0.604430
2.270350 0.450293
2.292316 0.554583
2.306964 0.609559
2.390336 0.488710
2.312133 0.552153
2.359821 0.644041
2.381652 0.564297
2.470485 0.783858
2.433182 0.584976
2.509767 0.706714
2.457860 0.678523
2.494993 0.703381
2.511677 0.699659
2.583833 0.715608
2.531810 0.524386
2.571158 0.697342
2.583978 0.544700
2.583818 0.462785
2.683931 0.593868
2.678407 0.782264
2.663497 0.738621
2.701454 0.498800
2.712813 0.512335
2.754861 0.542469
2.813582 0.514921
2.790720 0.645312
2.803648 0.374739
2.891215 0.174274
2.888202 0.406397
2.864791 0.610339
2.942836 0.503527
2.957798 0.299867
2.986545 0.316506
2.954255 0.610438
3.041790 0.371847
3.062769 0.551176
3.103474 0.428281
3.081155 0.365176
3.178113 0.573249
3.149278 0.562972
3.221852 0.712824
3.216107 0.956305
3.273702 0.381171
3.189375 0.544835
3.250736 0.979354
3.249641 0.382600
3.256812 0.775320
3.279220 0.830455
3.300195 0.971082
3.295418 0.564612
3.292950 0.638783
3.327500 0.761578
3.316003 0.784700
3.357677 0.482116
3.363544 0.968157
3.363597 0.872112
3.394842 0.315244
3.403609 0.488300
3.387068 0.814414
3.406381 0.715606
3.442228 0.548579
3.482954 0.921118
3.501563 0.962461
3.511147 0.478936
3.513478 0.664496
3.559644 0.370400
3.569009 0.616011
3.534063 0.468234
3.617287 0.884974
3.640874 0.810437
3.575048 0.368326
3.629073 0.745654
3.699198 0.154155
3.675878 0.288513
3.766373 0.348653
3.779406 0.220622
3.795741 0.131546
3.797184 0.457420
3.847321 0.453875
3.859166 0.832805
3.889144 0.710076
3.892317 0.821817
3.867692 0.174710
3.913118 0.617394
3.911318 0.149287
3.986763 0.621518
3.954141 0.301734
3.991533 0.107793
4.013807 0.729022
4.023568 0.905848
4.041836 0.858955
3.957727 0.157821
4.040359 0.102040
4.049252 0.609172
4.050959 0.126475
4.058575 0.171782
4.089295 0.629359
4.086086 0.662677
4.071257 0.252988
4.110045 0.541500
4.108237 0.580241
4.139567 0.393847
4.140749 0.317745
4.174404 0.341534
4.187769 0.206380
4.203894 0.527284
4.219523 0.455690
4.224477 0.584878
4.242751 0.658810
4.249630 0.500368
4.278429 0.654772
4.270100 0.540893
4.295555 0.129461
4.316485 0.125625
4.295664 0.401382
4.302791 0.577707
4.347577 0.360340
4.345479 0.387078
4.380765 0.462624
4.413039 0.325024
4.383466 0.211087
4.433365 0.106320
4.416480 0.284183
4.465681 0.159236
4.459135 0.506176
4.484670 0.563704
4.437529 0.373395
4.535047 0.083320
4.496853 0.541161
4.522413 0.526026
4.552875 0.132366
4.620949 0.361713
4.578671 0.218417
4.606429 0.268341
4.635115 0.326876
4.642180 0.571733
4.694283 0.368476
4.661621 0.321077
4.634712 0.087879
4.743841 0.135640
4.730472 0.169581
4.775015 0.134398
4.726972 0.099548
4.799487 0.366378
4.760910 0.052915
4.850405 0.074063
4.834551 0.595486
4.777363 0.105516
4.870301 0.177715
4.944418 0.175289
4.867575 0.068811
4.922899 0.176758
4.990566 0.175110
5.001770 0.102617
4.953867 0.087157
4.869332 0.041050
5.016268 0.065824
5.057578 0.036413
5.045429 0.042982
5.103016 0.019166
5.133945 0.075904
5.115174 0.128609
5.162662 0.071185
5.161893 0.034277
5.151235 0.124819
5.157088 0.153986
5.207653 0.078754
5.239322 0.050167
5.223246 0.110777
5.260030 0.011880
5.261414 0.016186
5.251205 0.157453
5.272764 0.151797
5.290482 0.034757
5.291929 0.021735
5.300305 0.004357
5.316677 0.041066
5.382757 0.044945
5.362071 0.088389
5.353002 0.128436
5.389566 0.009818
5.431027 0.101021
5.403417 0.114162
5.537326 0.007975
5.514308 0.039245
5.452001 0.094264
5.569912 0.112902
5.527456 0.140003
5.495147 0.096608
5.670616 0.117545
5.660475 0.096493
5.687025 0.144542
5.738651 0.126519
5.798041 0.077656
5.745467 0.076167
5.838488 0.065205
5.829732 0.080315
5.912235 0.104014
5.930506 0.070282
5.994524 0.094005
5.997366 0.102651
6.065694 0.094115
6.044451 0.065515
6.118995 0.105140
6.106996 0.065822
6.150772 0.132603
6.183553 0.156870
6.190996 0.091511
6.208250 0.122101
6.193914 0.082054
6.306602 0.061443
6.314695 0.074493
6.337087 0.069128
6.376284 0.101421
6.394872 0.082295
6.454102 0.099705
6.482810 0.047653
6.465132 0.065848
6.528985 0.086860
6.527093 0.103013
6.563975 0.099592
6.596069 0.093424
6.628207 0.060247
6.621556 0.078474
6.656707 0.107077
6.682246 0.155104
6.700840 0.089356
6.721626 0.120584
6.738500 0.150234
6.775046 0.109113
6.805396 0.178141
6.764537 0.063392
6.808885 0.183373
6.844116 0.161980
6.845016 0.129172
6.889731 0.105441
6.882788 0.288635
6.932423 0.127293
6.962965 0.214912
6.977434 0.210852
6.987553 0.127454
6.988139 0.193539
7.028329 0.221798
7.014962 0.087907
7.036404 0.230204
7.053693 0.208985
7.100717 0.219115
7.136658 0.129315
7.140635 0.222293
7.160525 0.286245
7.165531 0.163744
7.262601 0.096477
7.304920 0.091209
7.331429 0.073064
7.334945 0.236850
7.335056 0.228505
7.472335 0.180591
7.479747 0.261001
7.571152 0.222061
7.580366 0.220419
7.620337 0.219802
7.676708 0.983893
7.676725 0.986516
7.701524 0.888288
7.760158 0.620909
7.760298 0.413783
7.775856 0.543140
7.854932 0.831414
7.854994 0.869339
7.865911 0.371795
7.866092 0.605093
7.875847 0.467592
7.949319 0.904419
7.958825 0.351905
7.966831 0.566817
7.970698 0.295664
7.993046 0.947309
7.993205 0.944167
8.023889 0.291825
8.025417 0.523988
8.030332 0.373081
8.078512 0.981421
8.078537 0.973100
8.090838 0.000201
8.112618 0.000973
8.100090 0.984576
8.110765 0.000237
8.128750 0.000649
8.134596 0.000816
8.145145 0.000408
8.163078 0.001214
8.173137 0.001564
8.182780 0.000422
8.179137 1.000000
8.196299 0.001588
8.196650 0.001186
8.198140 0.000788
8.217748 0.001005
8.220647 0.002040
8.238791 0.002048
8.254442 0.001608
8.237941 0.003541
8.255668 0.002842
8.276923 0.001055
8.282004 0.000720
8.283681 0.002010
8.296173 0.001650
8.306176 0.003342
8.320678 0.003445
8.318885 0.001445
8.335365 0.004731
8.354127 0.003783
8.349501 0.004482
8.366170 0.002709
8.374235 0.005372
8.390896 0.004347
8.394594 0.003600
8.402720 0.010361
8.426183 0.007981
8.452712 0.007742
8.448636 0.004591
8.491688 0.007493
8.482959 0.006978
8.515779 0.007607
8.516803 0.012494
8.539916 0.012771
8.548689 0.011957
8.557139 0.014628
8.574208 0.008305
8.636217 0.008024
8.623245 0.011308
8.657406 0.012869
8.663254 0.006986
8.701535 0.013398
8.694948 0.011846
8.726252 0.018748
8.750394 0.023731
8.768878 0.009340
8.792739 0.008032
8.848155 0.011854
8.873014 0.015474
8.883670 0.024016
8.919538 0.017323
8.959788 0.021395
8.957171 0.017544
9.006213 0.023120
9.068023 0.019464
9.074939 0.037199
9.093358 0.009022
9.106469 0.009065
9.108095 0.049650
9.101212 0.031258
9.134784 0.018923
9.161453 0.029968
9.178053 0.026416
9.207173 0.033527
9.205468 0.013685
9.228012 0.012313
9.236792 0.028193
9.250215 0.044700
9.256711 0.028179
9.274069 0.025717
9.312763 0.021062
9.264155 0.010277
9.284754 0.010269
9.326219 0.022523
9.357386 0.026615
9.412552 0.010801
9.368618 0.015661
9.432436 0.012319
9.410920 0.114458
9.437312 0.410196
9.466284 0.545908
9.438136 0.677958
9.475106 0.013360
9.459455 0.218371
9.484080 0.015852
9.508359 0.096015
9.512111 0.684573
9.532838 0.008721
9.528131 0.007272
9.544084 0.187678
9.589985 0.010731
9.608649 0.009660
9.640255 0.012656
9.632832 0.012433
9.621726 0.024352
9.669570 0.011806
9.668602 0.044372
9.683713 0.045279
9.664864 0.018017
9.718387 0.053288
9.708841 0.011651
9.709999 0.008948
9.769891 0.013265
9.714889 0.035304
9.762243 0.009738
9.786800 0.018079
9.812812 0.333004
9.797146 0.010504
9.829060 0.777010
9.837515 0.464379
9.839674 0.011573
9.837838 0.009682
9.870421 0.085557
9.860576 0.008194
9.859277 0.012767
9.869631 0.009881
9.859268 0.038556
9.897316 0.008106
9.884599 0.045164
9.910163 0.030900
9.911310 0.013504
9.922035 0.013633
9.930738 0.010620
9.927430 0.015675
9.940017 0.013649
9.943885 0.008277
9.951199 0.009012
9.953504 0.004579
9.957543 0.015719
9.964371 0.008838
9.973733 0.009215
9.978980 0.013072
9.987294 0.014839
9.989502 0.010447
9.996617 0.004934
10.001056 0.003556
10.015553 0.004715
10.027476 0.007218
10.021349 0.021550
10.034986 0.007298
10.049750 0.002221
10.042319 0.008868
10.058406 0.019367
10.060375 0.005839
10.078759 0.010353
10.082940 0.005049
10.072305 0.014230
10.086833 0.014244
10.103049 0.012345
10.131552 0.021908
10.127457 0.016091
10.132027 0.017392
10.183981 0.016978
10.158256 0.004960
10.159313 0.019578
10.191097 0.084168
10.211639 0.849999
10.188836 0.004910
10.218396 0.032122
10.271656 0.022447
10.270942 0.018125
10.256812 0.025419
10.279110 0.017542
10.304320 0.013185
10.315928 0.021156
10.310250 0.028251
10.374063 0.022561
10.364990 0.019713
10.404486 0.043671
10.406594 0.013344
10.420461 0.028225
10.425690 0.015601
10.434140 0.042658
10.502762 0.069854
10.475579 0.052599
10.497953 0.087041
10.538632 0.049263
10.545044 0.050179
10.584603 0.059654
10.574340 0.031457
10.607502 0.064399
10.605185 0.028880
10.627590 0.041394
10.614270 0.043251
10.637748 0.051270
10.659155 0.044304
10.658904 0.027524
10.669041 0.042702
10.685069 0.033324
10.680806 0.055160
10.692961 0.035410
10.703230 0.044013
10.724888 0.023855
10.716606 0.032078
10.731568 0.017442
10.737134 0.022656
10.740350 0.020796
10.729002 0.033302
10.746829 0.044481
10.757152 0.042734
10.761602 0.036399
10.771347 0.049739
10.764608 0.026947
10.776511 0.042405
10.783409 0.031831
10.793780 0.038604
10.781213 0.033921
10.794394 0.028257
10.804006 0.022895
10.800963 0.026565
10.806987 0.023546
10.809122 0.034383
10.815007 0.024569
10.815299 0.032428
10.829273 0.048272
10.827206 0.026312
10.835658 0.016393
10.835982 0.062707
10.848384 0.030245
10.844715 0.020957
10.859378 0.130555
10.851223 0.038642
10.860685 0.049813
10.864319 0.044628
10.869742 0.037969
10.878213 0.054959
10.877798 0.028896
10.885371 0.192052
10.886002 0.186040
10.890866 0.039904
10.895777 0.033607
10.909321 0.042644
10.906500 0.053662
10.917228 0.049419
10.919322 0.019337
10.919514 0.197040
10.927375 0.045697
10.926109 0.027405
10.924957 0.160478
10.939273 0.191636
10.932415 0.040932
10.937251 0.024913
10.953383 0.018837
10.950041 0.041082
10.968296 0.022565
10.966009 0.016497
10.991007 0.112379
10.986973 0.028482
11.007925 0.029463
10.986600 0.028876
11.036527 0.028133
11.026106 0.193629
11.032430 0.031825
11.056323 0.026864
11.049156 0.146964
11.049472 0.041569
11.079057 0.022219
11.106422 0.011667
11.120894 0.020921
11.390453 0.056428
11.434028 0.092112
11.589747 0.077530
11.619438 0.039028
11.766645 0.038182
11.789285 0.019301
11.945318 0.051347
11.982483 0.025126
12.069288 0.051747
12.124558 0.030140
12.151363 0.015627
12.226519 0.024696
12.235103 0.059750
12.277528 0.066926
12.289680 0.003525
12.321376 0.040451
12.362012 0.008952
12.396404 0.075884
12.409643 0.010114
12.431153 0.005489
12.440782 0.007055
12.440479 0.004639
12.437302 0.059449
12.455242 0.007469
12.457166 0.007847
12.459225 0.030219
12.470512 0.008514
12.471782 0.009907
12.493438 0.008281
12.491956 0.013802
12.501746 0.009730
12.504444 0.012313
12.512747 0.017110
12.516550 0.006598
12.519225 0.007427
12.519275 0.008108
12.525498 0.028179
12.526183 0.011637
12.534913 0.014053
12.523976 0.006381
12.529021 0.017327
12.539960 0.015673
12.543978 0.015816
12.545539 0.008253
12.549759 0.006584
12.551680 0.011872
12.569567 0.014138
12.560099 0.015225
12.579675 0.014978
12.590916 0.017142
12.597805 0.019032
12.610962 0.013115
12.587660 0.016328
12.613158 0.012946
12.629353 0.013894
12.634707 0.015573
12.618190 0.024659
12.650464 0.017856
12.659209 0.015390
12.658441 0.019357
12.678795 0.013760
12.685121 0.011688
12.713676 0.012445
12.692724 0.011597
12.694832 0.024364
12.702368 0.012598
12.710789 0.013619
12.725852 0.022137
12.724461 0.011428
12.734272 0.009028
12.730228 0.006227
12.738864 0.008446
12.750548 0.006385
12.745524 0.005803
12.758394 0.010733
12.775121 0.009770
12.776190 0.004347
12.791083 0.003927
12.790295 0.004257
12.835578 0.016996
12.800378 0.005376
12.809706 0.005029
12.806681 0.005563
12.815677 0.004392
12.814907 0.007985
12.823845 0.008998
12.827931 0.010023
12.831880 0.003300
12.837169 0.003568
12.838881 0.004122
12.839985 0.002711
12.844545 0.002597
12.849437 0.004924
12.847478 0.002072
12.851198 0.004339
12.847382 0.063181
12.920983 0.025323
12.922287 0.036749
12.989037 0.052366
13.067133 0.079160
13.105815 0.020877
13.106951 0.046421
13.164300 0.029320
13.216737 0.037788
13.215567 0.036855
13.298116 0.042234
13.293134 0.022225
13.470217 0.036423
13.432903 0.047036
13.527459 0.039651
13.691125 0.029865
13.650800 0.046559
13.822797 0.081755
13.827685 0.043800
13.909657 0.053574
13.971866 0.052537
14.136671 0.037720
14.066349 0.053522
14.194459 0.030388
14.128510 0.040085
14.250900 0.037766
14.417681 0.038162
14.428510 0.049363
14.557908 0.059035
14.659292 0.050087
14.721489 0.031871
14.829367 0.023449
14.840719 0.020829
14.940156 0.021216
15.072681 0.017663
