  265.1710  266.5750  267.1000  268.6030  268.8340  268.8400  269.2590  269.3030  269.7230  269.8930  270.4410  270.5900  271.1530  271.1590  271.9930  272.0360  272.2660  272.3960  273.0240  273.1840  273.4090  274.1660  274.5620  274.6140  274.6380  274.8020  275.0510  275.2440  276.2300  276.4030  276.6630  277.1580  277.2330  277.5570  277.6770  277.8980  279.0140  279.5940  280.1290  280.5740  280.9310  280.9660  281.9070  282.3380  282.6740  282.8040  283.0040  283.1530  283.3340  284.2600  284.2710  284.3130  284.6330  284.7230  286.7420  286.8890  287.5840  287.6300  288.4260  288.4630  288.5660  288.7230  288.8420  288.8600  289.2800  289.3020  289.9370  290.2430  290.7430  291.4380  291.7740  291.8550  292.4230  293.2390  294.0760  294.2490  294.9300  295.1310  295.5210  295.5270  295.9710  297.2440  297.4910  298.5120  298.5410  298.7210  299.9320  299.9490  300.0720  300.1080  300.5010  300.5900  300.8980  301.5130  301.5360  301.7160  301.9530  303.0670  304.3970  304.5930
  305.1620  305.8790  306.1950  306.4350  306.6440  307.2170  307.9700  308.2030  308.2180  308.6470  308.8990  309.4690  309.7750  311.0180  311.2080  311.5560  311.7780  312.4960  312.6610  313.9550  314.0480  315.2030  316.7240  317.0060  317.4650  317.5220  319.2030  319.2140  319.6120  319.9490  320.1640  320.2680  320.6460  320.6460  321.8420  322.0950  322.4770  323.0110  323.1140  323.2260  323.6520  324.2320  324.8670  324.8830  325.5980  326.0580  326.1990  326.4900  326.6630  326.8950  327.0520  327.1530  327.8380  328.2380  328.2640  328.5890  328.6230  328.6790  329.1040  329.7580  330.2870  330.5370  330.6800  330.7630  330.8360  331.3940  331.4480  331.6750  331.6930  332.0460  332.1900  332.2740  332.5770  332.6990  332.9260  333.3390  333.5590  333.6510  334.6020  335.5220  335.9200  336.1420  336.1640  336.7690  337.8710  337.8760  338.0940  338.7890  339.1080  339.3600  339.7370  340.3040  340.8560  341.4790  341.9350  342.0000  342.1730  342.2970  344.2490  345.8910
  346.5190  347.2350  347.2390  347.2680  347.6420  347.9830  348.1700  349.2440  349.3500  349.5190  349.5580  350.4610  350.4770  350.5740  351.0340  351.1790  351.3080  351.9740  351.9940  352.2790  352.6050  352.6200  352.8130  352.9870  353.0530  353.0890  353.4260  353.6810  354.0460  354.1090  354.4410  354.5020  354.7820  354.9160  355.1640  355.3350  355.5360  355.6330  355.7140  355.7240  355.8290  356.3410  356.5560  356.6270  356.7910  356.9250  356.9800  357.1040  357.1610  357.3070  357.5890  358.1310  358.3090  358.3640  358.5090  358.5840  359.1020  359.2000  359.2440  359.3800  359.4780  359.8150  360.5050  360.6900  361.2550  361.3250  361.3840  361.6820  361.7350  361.8180  362.2190  362.5190  362.7290  362.8500  363.6080  363.7320  363.7790  363.9880  365.6870  366.3680  366.4210  366.8040  367.6140  367.6200  367.7410  368.0270  368.6570  374.1560  375.5120  375.9740  376.0820  380.0810  383.8570  386.8390  386.9180  388.0420  391.7590  395.9170  396.6900  397.4450
  398.4310  402.2740  402.9470  403.6150  406.0420  406.6460  408.2670  408.4530  408.5450  408.6270  408.6530  409.8960  410.2050  410.3090  410.6590  411.8450  411.8590  412.6780  412.7350  413.6980  413.8830  414.0260  414.3580  414.3600  414.8240  415.0980  415.3840  416.3040  416.3920  416.6100  416.8510  416.8930  417.0620  417.1340  417.2620  417.4810  417.6280  417.7050  417.8020  417.8430  417.9020  418.2810  418.9100  418.9640  419.3470  419.6460  419.7080  420.1710  420.5090  421.1730  421.3350  421.3970  421.5070  422.2350  422.2850  422.9890  423.0770  423.2580  423.2750  423.7250  424.0250  424.1490  424.3450  424.6900  424.9210  425.1990  425.5390  425.6300  426.4000  426.4250  426.8230  426.9380  427.2870  427.3200  427.5270  427.5620  427.7510  427.8390  427.8690  428.0940  428.2180  428.4490  428.4950  428.6470  428.8380  429.3850  429.6080  430.0970  430.5870  433.6450  435.9080  436.5660  438.4990  438.6120  440.9180  441.2090  444.0080  444.8870  445.9370  447.3730
  451.6730  451.8170  459.7150  460.8360  462.7340  465.8340  467.1510  468.8320  470.8560  471.5440  474.0730  476.6020  480.6620  483.6910  487.4000  491.9070  493.9850  494.5480  496.7130  502.7970
  0.020408  0.020408  0.000000  0.000000    0.0050    1.3360    0.7950   10.3430   11.6230   14.4260   19.0510   27.2550   27.4680   31.5740   32.6990   36.6650   39.2140   40.8320   41.1670   42.7160   49.8550   51.3790   53.4920   53.5980   55.3710   55.7480   55.6770   58.7910   60.3970   64.1670   65.2980   66.9310   67.2290   68.7940   70.0810   70.8340   70.8130   72.3330   73.7890   74.4120   76.6710   76.8990   79.0790   81.2580   84.0870   84.9340   84.9580   87.6580   87.9930   88.4960   89.8270   90.8780   91.4070   91.8230   91.8940   92.1780   93.3330   93.3430   94.3810   94.7160   94.8540   96.4110   97.0460   97.6350   97.6090  100.9950  102.8060  105.5390  106.4680  107.0040  107.0860  108.6530  110.1630  110.6480  111.4500  112.7760  113.0840  114.4680  114.6370  115.6430  117.5320  117.6390  118.5450  119.5270  120.6040  120.8570  121.1690  121.6390  122.0450  123.1700  123.2000  123.9180  123.9980  124.9090  125.4030  125.6930  125.9960  127.6990  128.8340  129.1020  129.1460  129.5860  130.1720  131.7700
  131.9000  132.6450  134.4740  134.7520  134.9310  135.1180  135.4890  135.7440  137.1170  137.7220  138.3130  138.9500  139.3860  139.6540  139.8780  140.0330  141.9640  143.2050  143.4280  144.7430  145.5420  145.5390  146.6490  147.1970  147.2800  147.7400  148.3850  149.6270  149.6490  149.9130  150.6900  151.0430  151.2600  152.9000  154.0330  154.3450  154.5140  155.2000  155.9350  156.5340  157.2050  157.9210  158.2900  158.6470  160.2580  161.2940  163.5300  164.3540  164.7940  165.2090  165.2600  165.5780  165.5890  165.7000  166.0570  166.4410  166.4560  166.7120  167.6380  168.0930  168.2320  168.2660  168.5730  168.6420  168.6990  169.1370  169.6990  170.6830  171.0630  171.0950  171.4720  171.9500  172.2190  172.4290  172.4450  173.2580  173.7630  174.5620  174.5610  174.5710  175.2920  175.4220  175.7750  176.2000  176.5130  176.6260  176.9030  177.5030  179.2470  179.6860  179.8440  180.6870  181.2980  181.4350  181.7920  182.8090  183.0640  183.4560  183.8710  183.9130
  185.4620  185.8610  185.9240  187.7160  188.0940  188.4110  189.8340  190.2110  190.7680  190.8620  191.7060  191.9630  193.3210  194.6130  197.5320  198.8540  198.9150  199.0350  199.4960  199.6460  200.6910  200.7920  200.8020  202.9400  204.5070  204.6480  206.6840  207.1560  207.2300  208.3820  208.7190  208.7530  208.7630  210.1670  210.4520  211.0720  211.0940  211.1340  212.2410  212.5380  213.8560  214.5230  215.1770  215.5790  215.8850  217.0290  217.2620  217.5650  217.8920  218.0200  218.5760  219.1740  219.7370  221.5180  221.6350  222.1200  222.2800  222.6610  222.7260  223.2520  223.4690  223.8510  224.8530  226.7260  227.1720  227.4980  227.8040  230.7330  231.5490  231.7350  232.9520  232.9550  234.6170  235.4210  236.9990  237.3180  238.0110  238.2620  240.9700  241.1240  242.8110  245.9530  246.9150  247.1080  247.4380  251.4460  251.5000  253.3400  254.7990  257.2180  258.0320  259.0440  259.2450  259.8300  260.3910  260.5930  261.6560  262.0040  263.1500  263.5100
  265.1710  266.5710  267.1010  268.6030  268.8370  268.8410  269.2590  269.3030  269.7180  269.8970  270.4420  270.5900  271.1530  271.1580  271.9930  272.0360  272.2680  272.3960  273.0240  273.1840  273.4090  274.1640  274.5620  274.6160  274.6360  274.8030  275.0510  275.2440  276.2290  276.3980  276.6660  277.1560  277.2330  277.5580  277.6770  277.9000  279.0200  279.5930  280.1220  280.5720  280.9310  280.9660  281.8870  282.3080  282.6820  282.8260  283.0210  283.1530  283.3460  284.2600  284.2710  284.3130  284.6410  284.7250  286.7410  286.8890  287.5840  287.6300  288.4260  288.4640  288.5650  288.7230  288.8420  288.8610  289.2810  289.3020  289.9370  290.2430  290.7430  291.4340  291.7740  291.8580  292.4200  293.2340  294.0760  294.2490  294.9200  295.1290  295.5210  295.5270  295.9730  297.2450  297.4890  298.5080  298.5420  298.7240  299.9320  299.9490  300.0690  300.1080  300.5010  300.5900  300.9010  301.5150  301.5390  301.7160  301.9570  303.0630  304.3960  304.5920
  305.1630  305.8750  306.1930  306.4340  306.6440  307.2190  307.9690  308.2030  308.2180  308.6460  308.8990  309.4730  309.7810  311.0170  311.2080  311.5560  311.7820  312.4990  312.6610  313.9550  314.0480  315.2020  316.7240  317.0030  317.4650  317.5210  319.1930  319.2110  319.6010  319.9490  320.1580  320.2770  320.6530  320.6430  321.8470  322.0670  322.4810  323.0410  323.1130  323.2310  323.6540  324.2320  324.8670  324.8840  325.5980  326.0580  326.1990  326.4910  326.6580  326.8920  327.0490  327.1590  327.8380  328.2370  328.2620  328.5900  328.6240  328.6740  329.1050  329.7590  330.2860  330.5440  330.6750  330.7620  330.8320  331.3960  331.4380  331.6850  331.6940  332.0460  332.1920  332.2730  332.5850  332.7000  332.9270  333.3380  333.5610  333.6530  334.6030  335.5240  335.9150  336.1440  336.1570  336.7730  337.8690  337.8680  338.0790  338.7870  339.1260  339.3690  339.7160  340.3040  340.8780  341.4750  341.9360  342.0010  342.1740  342.2950  344.2470  345.8970
  346.5180  347.2320  347.2380  347.2620  347.6470  347.9860  348.1680  349.2450  349.3500  349.5190  349.5600  350.4610  350.4770  350.5700  351.0370  351.1780  351.3050  351.9720  351.9930  352.2790  352.6050  352.6190  352.8100  352.9880  353.0520  353.0930  353.4250  353.6820  354.0460  354.1090  354.4390  354.5010  354.7830  354.9160  355.1650  355.3350  355.5380  355.6250  355.7140  355.7270  355.8330  356.3410  356.5520  356.6280  356.7910  356.9250  356.9820  357.1030  357.1650  357.3060  357.5890  358.1310  358.3080  358.3640  358.5110  358.5850  359.0990  359.1990  359.2470  359.3790  359.4800  359.8130  360.5070  360.6900  361.2560  361.3260  361.3750  361.6850  361.7360  361.8190  362.2190  362.5190  362.7330  362.8500  363.5990  363.7320  363.7740  363.9970  365.6860  366.3680  366.4180  366.8070  367.6140  367.6230  367.7410  368.0270  368.6590  374.1610  375.5130  375.9750  376.0840  380.0800  383.8460  386.8410  386.9180  388.0480  391.7560  395.9040  396.6790  397.4450
  398.4350  402.2810  402.9630  403.6210  406.0430  406.6460  408.2670  408.4530  408.5450  408.6280  408.6540  409.8960  410.2050  410.3090  410.6590  411.8450  411.8590  412.6780  412.7350  413.6950  413.8830  414.0190  414.3580  414.3600  414.8240  415.0970  415.3850  416.3030  416.3920  416.6100  416.8500  416.8930  417.0630  417.1320  417.2620  417.4810  417.6280  417.7060  417.7920  417.7500  417.9030  418.3800  418.9130  418.9640  419.3480  419.6470  419.7040  420.1710  420.5090  421.1850  421.3360  421.3970  421.5080  422.2350  422.2830  422.9890  423.0760  423.2570  423.2750  423.7200  423.9780  424.1520  424.3470  424.6880  424.9280  425.1990  425.5390  425.6730  426.4000  426.4240  426.8230  426.9380  427.2860  427.3190  427.5140  427.5620  427.7520  427.8400  427.8830  428.0950  428.2180  428.4490  428.5030  428.6470  428.8380  429.3850  429.6080  430.0970  430.5880  433.6450  435.9000  436.5640  438.4980  438.6110  440.9020  441.2010  443.9430  444.9050  446.0020  447.3730
  451.6870  451.8190  459.7120  460.8310  462.7350  465.7730  467.2140  468.8310  470.8570  471.5230  474.0570  476.6370  480.6560  483.6920  487.4020  491.8970  493.9820  494.5470  496.7220  502.7960
  0.030612  0.030612  0.000000  0.000000    0.0120    2.0040    1.1920   10.2970   11.6250   14.4620   19.0670   27.2250   27.4330   31.6170   32.7390   36.4420   39.4130   40.8370   41.1470   42.7410   49.8420   51.3500   53.4850   53.4510   55.4230   55.9080   55.5420   58.9250   60.4080   63.6340   65.0420   67.4570   67.4600   68.8000   70.0690   70.8530   70.6880   72.2680   73.9140   74.5080   76.6780   76.9080   79.0670   81.2500   84.0630   84.9340   84.9320   87.6250   87.9790   88.4470   89.8350   90.8680   91.3230   91.8160   91.8340   92.2460   93.3540   93.3390   94.3800   94.7260   94.6680   96.7050   97.0550   97.7250   97.6420  100.9960  102.7830  105.5010  106.4560  107.0430  107.0400  108.7100  110.1360  110.5140  111.5960  112.6670  113.0860  114.4690  114.6360  115.6590  117.5330  117.5890  118.5160  119.5130  120.5630  120.8380  121.0370  121.6370  122.1400  123.1910  123.1950  123.9400  124.0690  124.9040  125.4200  125.7230  126.0330  127.7050  128.8430  129.1030  129.1460  129.5920  130.2410  131.7660
  131.9010  132.6410  134.3810  134.7370  134.9230  135.0970  135.4560  135.7400  137.1140  137.4130  138.3230  139.0260  139.6780  139.6640  139.8710  140.0340  142.0040  143.2070  143.4650  144.7470  145.5490  145.5010  146.6270  147.1720  147.2630  147.7510  148.3920  149.6420  149.6080  149.8880  150.6660  151.0310  151.3180  152.9590  154.0930  154.3390  154.5270  155.1430  155.9260  156.6040  157.2160  157.9540  158.2840  158.6550  160.2300  161.2990  163.3890  164.3340  164.7940  165.2210  165.2620  165.5740  165.5950  165.6200  166.0520  166.5740  166.4140  166.7210  167.6220  168.0910  168.2330  168.2900  168.5720  168.6430  168.7040  169.1560  169.7020  170.6840  171.0650  171.0950  171.4230  171.9510  172.2190  172.4400  172.4270  173.2640  173.7650  174.5780  174.5600  174.5710  175.2880  175.4180  175.7420  176.2720  176.5130  176.6190  176.9030  177.4970  179.2360  179.5810  179.8430  180.5780  181.3600  181.5100  181.7930  182.8130  183.0650  183.5390  183.8640  183.6060
  185.8000  185.8600  185.9210  187.7170  188.0980  188.3940  189.7820  190.1780  190.7530  190.8720  191.7410  191.9950  193.3380  194.6550  197.5240  198.8550  198.9200  199.0340  199.4760  199.6460  200.6730  200.8000  200.8020  202.9230  204.5020  204.6400  206.6900  207.1730  207.2120  208.3910  208.7210  208.7530  208.7630  210.1610  210.4660  211.0720  211.0940  211.1340  212.1990  212.5520  213.8440  214.5050  215.2160  215.5650  215.8610  217.0260  217.2720  217.5470  217.8880  217.9810  218.5960  219.0920  219.8950  221.5200  221.6240  222.1210  222.2780  222.6640  222.7410  223.2520  223.4690  223.8510  224.8460  226.7190  227.1710  227.4910  227.8080  230.7370  231.5450  231.7320  232.9520  232.9550  234.6160  235.4210  237.0000  237.3180  238.0120  238.2620  240.9700  241.1230  242.8100  245.9530  246.9150  247.1080  247.4380  251.4470  251.5000  253.3400  254.7990  257.2180  258.0320  259.0430  259.2450  259.8290  260.3920  260.5940  261.6560  262.0040  263.1490  263.5110
  265.1710  266.5660  267.1050  268.6030  268.8420  268.8410  269.2590  269.3030  269.7110  269.9040  270.4420  270.5890  271.1530  271.1550  271.9930  272.0360  272.2720  272.3960  273.0230  273.1830  273.4090  274.1610  274.5630  274.6190  274.6320  274.8030  275.0520  275.2450  276.2270  276.3910  276.6700  277.1520  277.2340  277.5600  277.6770  277.9010  279.0300  279.5900  280.1090  280.5670  280.9310  280.9660  281.8540  282.2650  282.6930  282.8560  283.0490  283.1530  283.3670  284.2590  284.2710  284.3130  284.6550  284.7290  286.7400  286.8890  287.5840  287.6310  288.4260  288.4640  288.5630  288.7220  288.8420  288.8610  289.2830  289.3020  289.9370  290.2420  290.7420  291.4280  291.7740  291.8640  292.4150  293.2270  294.0760  294.2490  294.9040  295.1260  295.5220  295.5280  295.9780  297.2470  297.4850  298.5000  298.5430  298.7300  299.9310  299.9480  300.0640  300.1080  300.5010  300.5890  300.9070  301.5180  301.5430  301.7160  301.9630  303.0560  304.3940  304.5900
  305.1640  305.8700  306.1900  306.4320  306.6450  307.2230  307.9690  308.2040  308.2200  308.6450  308.9010  309.4780  309.7900  311.0170  311.2100  311.5560  311.7890  312.5050  312.6620  313.9550  314.0470  315.2010  316.7240  316.9980  317.4650  317.5200  319.1770  319.2070  319.5830  319.9490  320.1480  320.2920  320.6640  320.6380  321.8540  322.0240  322.4870  323.0860  323.1100  323.2400  323.6560  324.2320  324.8670  324.8850  325.5970  326.0580  326.1990  326.4920  326.6500  326.8880  327.0430  327.1700  327.8370  328.2360  328.2580  328.5920  328.6260  328.6650  329.1060  329.7590  330.2840  330.5560  330.6680  330.7600  330.8240  331.3970  331.4230  331.7010  331.6950  332.0450  332.1960  332.2700  332.5970  332.7030  332.9290  333.3370  333.5630  333.6560  334.6030  335.5270  335.9080  336.1480  336.1460  336.7800  337.8660  337.8570  338.0560  338.7840  339.1540  339.3850  339.6820  340.3050  340.9130  341.4670  341.9360  342.0020  342.1750  342.2930  344.2420  345.9070
  346.5170  347.2270  347.2360  347.2530  347.6560  347.9910  348.1660  349.2460  349.3500  349.5200  349.5640  350.4600  350.4760  350.5640  351.0430  351.1770  351.3010  351.9690  351.9920  352.2800  352.6040  352.6160  352.8060  352.9900  353.0520  353.0980  353.4240  353.6830  354.0460  354.1090  354.4350  354.5000  354.7840  354.9160  355.1670  355.3350  355.5400  355.6130  355.7160  355.7320  355.8380  356.3400  356.5450  356.6280  356.7910  356.9250  356.9830  357.1030  357.1700  357.3040  357.5880  358.1320  358.3060  358.3640  358.5140  358.5860  359.0930  359.1970  359.2520  359.3760  359.4840  359.8100  360.5110  360.6900  361.2580  361.3280  361.3610  361.6900  361.7360  361.8190  362.2190  362.5190  362.7410  362.8490  363.5860  363.7330  363.7650  364.0120  365.6830  366.3680  366.4140  366.8120  367.6140  367.6280  367.7410  368.0250  368.6620  374.1690  375.5150  375.9770  376.0860  380.0790  383.8290  386.8440  386.9180  388.0570  391.7510  395.8830  396.6620  397.4450
